test_start,rank,run_name,valid_loss_best,test_sharpe_gross,test_sharpe_net,test_calmar_gross,test_calmar_net
2010,1,royal-sweep-80,1.6837641303467974,1.0897078516903902,0.016832970170660138,2.720996379852295,0.042270297205960504
2010,2,easy-sweep-65,1.604267625777059,1.1944599196126175,0.33545733432278074,2.3294763565063477,0.6481496047917689
2010,3,mild-sweep-60,1.4664103657936085,1.2466106648271609,0.3233785161016135,2.572256565093994,0.7077195935401578
2010,4,smart-sweep-30,1.4474883518114707,0.442422102457841,-0.3089820587280982,0.5672731995582581,-0.5497752363054537
2010,5,gallant-sweep-18,1.3228801965273589,0.39342965081676257,-0.279248824686906,1.2483965158462524,-0.8856286705653158
2010,6,wise-sweep-66,1.3019868142356688,0.8921065769359113,0.2183770877233716,3.3330178260803223,0.817926383269935
2010,7,denim-sweep-47,1.2549315312094251,0.7490359148042703,0.09796077357338244,1.1745589971542358,0.14962806424007188
2010,8,cerulean-sweep-77,1.0976082031456107,1.8169435486765728,0.9544098928283404,2.994887113571167,1.3584900650058218
2010,9,cerulean-sweep-121,0.9939161073596604,0.43772530275957633,-0.13000866016467033,1.2057909965515137,-0.3582525076969255
2010,10,sandy-sweep-96,0.9884219194889724,1.6948950992938452,0.752923658776252,3.624931812286377,1.5802725192747626
2010,11,robust-sweep-72,0.9636787120862262,1.2651179059316997,0.45477160670162,3.675245523452759,1.3207824361920526
2010,12,lively-sweep-66,0.9244701935736708,0.7633863141538142,0.4112526320192902,3.468965768814087,1.900940839946088
2010,13,trim-sweep-53,0.9142145854966928,1.0359347094973967,0.4743357760399615,0.3291916251182556,0.48555700035689575
2010,14,fresh-sweep-94,0.9004474111074734,0.6551577925387201,-0.02256468880799013,1.2717933654785156,-0.04383409121466704
2010,15,deep-sweep-52,0.8854158439771314,1.0985156400661087,0.27383158014792225,2.377799272537231,0.5926606495390585
2010,16,fluent-sweep-116,0.8834843074459484,0.41659968079130744,0.2799444871460376,2.7382397651672363,1.8447799569683767
2010,17,easy-sweep-29,0.8690968781546063,1.2561936538966807,0.5392817517347269,0.004875080659985542,0.04747561132124054
2010,18,vital-sweep-102,0.844037266308814,0.7643746172081223,0.05075209680562492,2.0754947662353516,0.13780101657600663
2010,19,snowy-sweep-54,0.7935804591809401,0.9964606814869186,0.40760791441297595,3.0309674739837646,1.5840589685491604
2010,20,apricot-sweep-16,0.7590535118252224,1.5663748908220536,0.5932324276019786,4.157871723175049,1.5721387597507708
2010,21,proud-sweep-120,0.6566289332733143,1.3052428486198968,0.41278913161706354,2.9020228385925293,0.914615048623316
2010,22,noble-sweep-74,0.6500248250137108,0.7334455037265715,0.062016789479974174,2.2439653873443604,0.21160641387307969
2010,23,faithful-sweep-75,0.6395104360884932,0.18010727435064564,-0.3275173707447531,0.4219803512096405,-1.0402724453594956
2010,24,decent-sweep-119,0.6216381265214739,0.4569056311556583,-0.1582974135988915,1.6893223524093628,-0.7340450880649362
2010,25,fine-sweep-100,0.5817925229639123,0.8613431300261095,0.5128662195824003,5.1863884925842285,3.091626676052495
2015,1,eternal-sweep-38,2.9513445750997085,1.910901954670903,0.9260556530287934,5.152286529541016,2.426521254122979
2015,2,vivid-sweep-4,2.692636173469446,1.559727114322438,0.5108544950521989,2.724327802658081,0.8392420778287747
2015,3,celestial-sweep-24,2.3351911455182655,1.7413515885242374,0.7037706665807427,2.919842481613159,1.1460746475886292
2015,4,vital-sweep-45,2.2667047479597797,1.327890884276107,0.35310585583659837,3.1567862033843994,0.8386259426670832
2015,5,stellar-sweep-50,2.141531928028978,0.7073236345663104,-0.1820147768204967,1.1118133068084717,-0.27636017405492674
2015,6,crimson-sweep-18,2.039062703846522,1.3589717885796315,0.2581764665662022,3.7623085975646977,0.7094365072427455
2015,7,generous-sweep-1,1.9429523101687176,1.0119569176084449,0.1290922343907276,2.0482518672943115,0.26035281682741773
2015,8,skilled-sweep-1,1.9356886124022183,1.6966726344438443,0.7961941126262957,2.4836902618408203,1.0667603746261238
2015,9,swift-sweep-40,1.908769903073109,2.047935156554696,1.343169645975411,5.007904052734375,3.281777386147652
2015,10,peachy-sweep-31,1.8929316933770344,1.951566505633908,1.0211796410131615,3.9708077907562256,1.9679162803904928
2015,11,autumn-sweep-19,1.8923006029595832,1.0388468878870298,0.4582441252046929,2.367781162261963,1.039071838594053
2015,12,robust-sweep-2,1.8898244462743463,0.9377156489529636,0.008521775293527642,1.606963276863098,0.014306862530641586
2015,13,upbeat-sweep-10,1.8370807438577168,1.5266801090972504,0.5830825806450598,3.778983592987061,1.393005786503137
2015,14,dry-sweep-15,1.8254020584501909,1.4712751866680984,0.6689128323416741,3.9629015922546382,1.7918821710563118
2015,15,serene-sweep-33,1.7581022177196186,1.3914088854163402,0.5231423360132796,2.5107650756835938,0.850547926548212
2015,16,sunny-sweep-5,1.7218255907782871,1.7653090716333075,0.886619237552088,3.4579811096191406,1.6686658206628098
2015,17,splendid-sweep-11,1.7194754790908473,1.3912734369043511,0.7386595010068271,3.5596964359283447,1.889158084905092
2015,18,astral-sweep-6,1.6678542723480592,1.7043914074269222,0.7257645702691733,3.6663167476654057,1.558422796013217
2015,19,dry-sweep-33,1.6382812668431654,1.3762926546145513,0.6838400263075701,2.9661548137664795,1.4627089004762464
2015,20,mild-sweep-12,1.5998417683451298,1.4282850748561706,0.6085273123717742,3.1170148849487305,1.3215756003659582
2015,21,ruby-sweep-46,1.5744074286711334,1.0742543796579764,0.05745785502006871,2.0888023376464844,0.10738261106899652
2015,22,vague-sweep-9,1.4978890785427428,0.8927139633405756,0.29496892042179756,4.740285873413086,1.5671104323799767
2015,23,breezy-sweep-14,1.4969100295034885,1.206059351420381,0.5646695484275576,3.4370741844177246,1.6086482868793204
2015,24,polar-sweep-32,1.3474978927083698,1.4741100916747656,0.8065546295940388,4.211318492889404,2.3049784044650834
2015,25,crisp-sweep-9,1.302645798418134,1.3772255856929396,0.8946644501230423,4.645961761474609,3.019443189344051
2020,1,woven-sweep-52,2.528686430703939,1.062340413703846,0.35332512684816997,0.4120572805404663,0.5174300888714897
2020,2,robust-sweep-135,2.1000275400997435,1.4214896178694658,0.5942315414714646,5.170457363128662,2.1623028161745452
2020,3,pleasant-sweep-113,1.9876011323134588,0.9110948662153726,0.3353743065519377,4.107894420623779,1.5126633663817663
2020,4,sunny-sweep-26,1.9298597731255704,1.1032854009504516,0.642667028272037,3.702993392944336,2.157449854167833
2020,5,clear-sweep-36,1.791486640862986,1.122535169442824,0.19152145279381652,2.1204240322113037,0.34002349666918524
2020,6,glad-sweep-79,1.771529380951565,1.0061652147212372,0.4612227676603239,2.3505499362945557,1.0831665869013862
2020,7,serene-sweep-121,1.7644026197707936,0.424532426116914,-0.21647111696113924,0.8894854784011841,-0.4824388727021573
2020,8,fresh-sweep-104,1.7569310636082116,1.431257319318444,0.6395969288854462,3.66066575050354,2.172573093030989
2020,9,ethereal-sweep-32,1.7486144876587555,1.5351865508756022,0.7359207833239626,5.412047863006592,2.6139740595278163
2020,10,rare-sweep-58,1.7471772123982805,0.752316199408009,0.0411896019519877,1.6797990798950195,0.09405801700013182
2020,11,wobbly-sweep-23,1.73331329703934,0.6926187963856147,0.18375775433081315,1.1145174503326416,0.40599022300931126
